customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
PY51000,California,M,1288381,34148.0,109.0,Personal Auto,Four-Door Car,451.566751
HX74855,Washington,M,247152,95697.0,61.0,Personal Auto,Two-Door Car,114.273025
VE64781,Arizona,F,292707,75685.0,73.0,Personal Auto,Four-Door Car,369.918482
KY57676,California,M,840078,20870.0,72.0,Personal Auto,Four-Door Car,345.6
JL42497,Nevada,F,272912,66900.0,68.0,Personal Auto,Four-Door Car,326.4
WQ91717,Arizona,F,764306,0.0,106.0,Special Auto,SUV,508.8
WO39817,Oregon,M,249359,37043.0,68.0,Personal Auto,Two-Door Car,30.984936
HW20940,California,M,417057,42837.0,106.0,Personal Auto,SUV,290.580543
KE60943,California,M,490820,33305.0,62.0,Special Auto,Four-Door Car,353.77899
ZI48518,Nevada,F,389158,0.0,103.0,Personal Auto,Sports Car,558.281543
KI17749,Oregon,F,268242,24823.0,69.0,Personal Auto,Four-Door Car,229.279059
DS50601,Nevada,M,1000324,98192.0,84.0,Personal Auto,Four-Door Car,403.2
PU78245,Arizona,F,1309460,88249.0,108.0,Personal Auto,SUV,244.803741
MP96373,Washington,M,571978,54585.0,71.0,Personal Auto,Two-Door Car,340.8
QK62680,Oregon,F,939396,39770.0,117.0,Personal Auto,Two-Door Car,561.6
HN63935,Arizona,M,343382,85367.0,85.0,Personal Auto,Four-Door Car,67.975243
ON30714,California,M,493287,74809.0,61.0,Personal Auto,Two-Door Car,283.787384
FM61329,California,M,1361010,50144.0,114.0,Personal Auto,SUV,786.934186
NK91656,Oregon,M,291332,20075.0,79.0,Personal Auto,Two-Door Car,483.731784
MS94619,California,F,511130,76448.0,63.0,Personal Auto,Four-Door Car,302.4
MO38507,California,M,454038,59556.0,113.0,Personal Auto,Sports Car,681.505066
PQ36549,Arizona,M,559827,14174.0,72.0,Personal Auto,Four-Door Car,345.6
WG91434,Oregon,M,963806,35230.0,61.0,Personal Auto,Four-Door Car,16.214764
WR43077,California,M,980128,0.0,91.0,Corporate Auto,Four-Door Car,436.8
LR10110,Washington,F,550413,0.0,73.0,Corporate Auto,Four-Door Car,350.4
XZ58588,Arizona,M,844780,0.0,114.0,Corporate Auto,Four-Door Car,547.2
FX12602,Oregon,M,1992763,51352.0,66.0,Personal Auto,Four-Door Car,95.661376
BL55947,California,M,581526,76675.0,72.0,Personal Auto,Four-Door Car,141.718568
LA60344,Arizona,M,1869034,0.0,68.0,Personal Auto,Four-Door Car,326.4
KQ44803,Arizona,M,722423,0.0,72.0,Personal Auto,Two-Door Car,297.419028
QY81331,Arizona,F,859598,94242.0,71.0,Personal Auto,Four-Door Car,41.229484
NP33989,Oregon,F,1236208,0.0,113.0,Personal Auto,Four-Door Car,217.92632
CP30637,California,F,491630,71153.0,122.0,Corporate Auto,Sports Car,209.019238
RW50070,Arizona,M,893527,63326.0,225.0,Personal Auto,Luxury Car,1080.0
LO42325,California,F,543321,29629.0,71.0,Special Auto,Four-Door Car,228.443418
YQ50209,Arizona,M,484724,0.0,69.0,Corporate Auto,Four-Door Car,599.152722
JP35025,California,F,571416,23726.0,74.0,Corporate Auto,Four-Door Car,355.2
WZ13788,Nevada,F,1009768,48999.0,86.0,Corporate Auto,Four-Door Car,412.8
IS21172,Oregon,F,472686,13037.0,124.0,Personal Auto,SUV,839.348464
CL10476,Arizona,M,707979,24245.0,63.0,Corporate Auto,Two-Door Car,302.4
WO83615,Nevada,M,539543,44047.0,137.0,Corporate Auto,Sports Car,969.232217
ZJ77881,Oregon,F,945299,91942.0,117.0,Personal Auto,Four-Door Car,561.6
GT37101,Oregon,F,528431,37640.0,67.0,Personal Auto,Two-Door Car,174.046849
WE13528,California,F,2021539,77058.0,63.0,Personal Auto,Four-Door Car,119.331041
BT78503,Oregon,M,251005,0.0,73.0,Corporate Auto,Four-Door Car,525.6
WM19967,California,F,1988491,63755.0,62.0,Personal Auto,Two-Door Car,291.860708
EW13798,California,F,401445,37384.0,99.0,Personal Auto,Four-Door Car,475.2
RO18530,Washington,M,254068,42557.0,65.0,Personal Auto,Four-Door Car,57.562324
AY18433,Washington,F,2738281,45473.0,76.0,Special Auto,Two-Door Car,188.938397
CS29328,Nevada,M,487531,10743.0,70.0,Personal Auto,Two-Door Car,336.0
QL75176,Oregon,F,1232426,0.0,113.0,Personal Auto,Four-Door Car,813.6
IO25161,Arizona,F,228038,0.0,61.0,Personal Auto,Four-Door Car,283.881697
FA82777,Arizona,F,416599,0.0,64.0,Personal Auto,Four-Door Car,575.890362
GR49281,California,M,497480,75644.0,65.0,Personal Auto,Two-Door Car,467.803638
ZW19492,Oregon,M,240491,63455.0,61.0,Personal Auto,Two-Door Car,287.654819
UW88168,Oregon,M,303281,73782.0,76.0,Special Auto,Four-Door Car,111.622054
XX53620,Oregon,F,289127,80590.0,71.0,Corporate Auto,Four-Door Car,134.158389
IM90123,California,F,1526141,59797.0,127.0,Personal Auto,SUV,609.6
BE33446,Arizona,F,501500,48567.0,130.0,Personal Auto,SUV,624.0
YW11227,California,M,532539,62470.0,66.0,Personal Auto,Two-Door Car,243.766542
UF32671,Washington,F,529139,57338.0,66.0,Personal Auto,Four-Door Car,316.8
ZW10467,Arizona,F,1610719,63288.0,199.0,Personal Auto,Luxury Car,558.433218
KK95092,Arizona,M,760563,55281.0,192.0,Personal Auto,Luxury SUV,921.6
HZ43637,Arizona,F,306536,22985.0,77.0,Special Auto,Four-Door Car,458.056054
FY82691,California,F,624557,39608.0,78.0,Corporate Auto,Four-Door Car,22.961216
SO40738,California,F,940638,99189.0,117.0,Corporate Auto,SUV,75.302707
MB83471,Oregon,M,781546,0.0,112.0,Personal Auto,Four-Door Car,574.102379
GA63091,California,M,974799,0.0,92.0,Personal Auto,Four-Door Car,514.360634
AU75025,Oregon,M,468646,58089.0,118.0,Personal Auto,SUV,566.4
XF15789,Arizona,F,886961,81350.0,110.0,Personal Auto,SUV,228.185834
SH13204,California,F,474180,0.0,65.0,Personal Auto,Two-Door Car,731.289267
FX48006,Oregon,M,2417868,43704.0,201.0,Personal Auto,Luxury SUV,1064.482165
HS69837,Oregon,M,795177,75497.0,100.0,Personal Auto,SUV,71.773341
GL49408,California,M,676208,40372.0,85.0,Corporate Auto,Four-Door Car,76.975713
PK51938,Oregon,F,304478,17489.0,85.0,Corporate Auto,Four-Door Car,587.689075
JE62426,Arizona,F,590816,86277.0,74.0,Personal Auto,Four-Door Car,212.039619
IA31850,Arizona,F,457454,0.0,63.0,Personal Auto,Four-Door Car,453.6
PP50567,California,M,837749,0.0,74.0,Corporate Auto,Four-Door Car,355.2
CS26667,Washington,M,2233243,49078.0,97.0,Special Auto,Four-Door Car,484.013411
UF73578,California,M,583889,81082.0,73.0,Personal Auto,Four-Door Car,281.295903
MY23958,California,M,757706,0.0,116.0,Personal Auto,Sports Car,835.2
OP75571,Arizona,F,801284,40635.0,102.0,Personal Auto,SUV,489.6
SI60881,Oregon,F,921797,26351.0,119.0,Personal Auto,SUV,571.2
DQ15807,Oregon,M,274918,0.0,80.0,Personal Auto,Four-Door Car,824.487259
WU15684,Nevada,F,358887,42836.0,89.0,Corporate Auto,Four-Door Car,244.580023
KR17533,Oregon,M,395453,40175.0,102.0,Personal Auto,SUV,154.721555
IM98086,California,M,323057,62873.0,81.0,Personal Auto,Four-Door Car,207.75186
XY48850,Nevada,F,515864,0.0,74.0,Personal Auto,Two-Door Car,588.936956
YT25875,California,F,277658,50985.0,71.0,Personal Auto,Two-Door Car,307.68931
TL59568,Arizona,M,1283600,0.0,116.0,Personal Auto,Two-Door Car,835.2
UE52886,Arizona,M,2842157,42803.0,245.0,Personal Auto,Luxury Car,889.288242
TM28833,Oregon,M,227639,0.0,69.0,Personal Auto,Two-Door Car,624.980751
SQ60915,Arizona,M,389596,35970.0,98.0,Corporate Auto,Four-Door Car,470.4
GU42084,Arizona,M,424768,44537.0,106.0,Corporate Auto,Sports Car,441.907057
ZH93283,Arizona,M,600584,13528.0,86.0,Personal Auto,Four-Door Car,412.8
WF51811,Arizona,F,271950,14030.0,72.0,Personal Auto,Two-Door Car,345.6
RL51023,Arizona,M,418575,0.0,64.0,Corporate Auto,Four-Door Car,492.644465
NQ67659,Nevada,F,3347334,33190.0,106.0,Personal Auto,SUV,508.8
KI45566,Nevada,M,733150,0.0,100.0,Personal Auto,Sports Car,61.580247
WB68229,Arizona,F,932028,21033.0,118.0,Personal Auto,Two-Door Car,738.975495
UF84144,Washington,M,331232,26285.0,84.0,Corporate Auto,Four-Door Car,403.2
ZH28312,California,F,556027,0.0,74.0,Corporate Auto,Four-Door Car,65.953005
GK48045,Washington,F,821460,73245.0,68.0,Personal Auto,Four-Door Car,305.121363
HZ67642,California,M,864713,0.0,119.0,Personal Auto,SUV,244.816163
HE12295,California,M,444673,0.0,61.0,Personal Auto,Four-Door Car,616.279356
XL66550,Oregon,M,776984,74365.0,193.0,Corporate Auto,Luxury Car,926.4
AL27471,Oregon,M,391111,30821.0,97.0,Personal Auto,Four-Door Car,451.319227
NG94479,Arizona,F,273152,69844.0,68.0,Corporate Auto,Four-Door Car,184.379697
WR58220,Oregon,M,840178,0.0,124.0,Personal Auto,SUV,595.2
RT64920,Oregon,M,587503,55836.0,73.0,Personal Auto,Four-Door Car,314.936185
IR58695,Oregon,M,618837,40352.0,77.0,Corporate Auto,Four-Door Car,406.367233
AS93181,Arizona,F,450657,14985.0,116.0,Personal Auto,Sports Car,571.319514
ML23548,Arizona,F,1054853,27458.0,131.0,Personal Auto,Sports Car,730.373515
PU71194,Oregon,F,3520357,56343.0,295.0,Personal Auto,Luxury Car,1612.962321
QT46430,California,F,819375,12780.0,111.0,Personal Auto,Sports Car,225.437098
WP83694,California,F,531343,68558.0,131.0,Personal Auto,SUV,280.903779
UE19977,California,F,437977,47747.0,111.0,Personal Auto,Two-Door Car,165.588524
WC83942,Oregon,M,2088555,16113.0,81.0,Corporate Auto,Four-Door Car,494.890996
HZ62410,Oregon,M,277196,0.0,79.0,Personal Auto,Four-Door Car,379.2
CE72177,California,F,546154,39626.0,69.0,Personal Auto,Four-Door Car,485.705851
YI89801,California,F,257023,49304.0,65.0,Corporate Auto,Four-Door Car,312.0
KB53430,Oregon,M,222707,27972.0,61.0,Personal Auto,Four-Door Car,292.8
KB50999,California,F,539400,27568.0,68.0,Personal Auto,Two-Door Car,278.689331
JO17193,Washington,M,230069,25905.0,63.0,Personal Auto,Four-Door Car,302.4
BO42776,Washington,M,2536010,21442.0,108.0,Corporate Auto,SUV,518.4
OZ19432,Nevada,F,437403,34516.0,113.0,Special Auto,Four-Door Car,42.950852
VT34834,Nevada,M,495335,0.0,68.0,Personal Auto,Four-Door Car,342.468248
MI65698,Oregon,F,459081,28354.0,118.0,Personal Auto,Two-Door Car,320.327775
IG85969,Arizona,F,506237,0.0,72.0,Personal Auto,Two-Door Car,345.6
SE72928,California,M,907576,37722.0,116.0,Personal Auto,Sports Car,158.077504
QV47358,Arizona,F,813315,32021.0,70.0,Personal Auto,Four-Door Car,336.0
HR50405,Oregon,F,286930,13393.0,73.0,Personal Auto,Four-Door Car,34.708194
MN53151,Oregon,M,2793775,13624.0,117.0,Personal Auto,Sports Car,561.6
VD64777,Nevada,F,260618,27800.0,67.0,Personal Auto,Two-Door Car,321.6
EG21289,California,F,776427,58419.0,191.0,Personal Auto,Luxury Car,202.468807
YI85251,Nevada,M,1838039,50407.0,92.0,Personal Auto,Four-Door Car,352.060768
RD61361,Arizona,F,610295,0.0,84.0,Personal Auto,Four-Door Car,856.347474
PG26401,Washington,M,919167,77603.0,114.0,Personal Auto,SUV,547.2
NV91476,California,F,958128,75606.0,119.0,Personal Auto,Four-Door Car,571.2
SJ16410,Arizona,M,753226,41458.0,98.0,Personal Auto,Four-Door Car,191.100227
BI17208,Oregon,M,279532,0.0,74.0,Personal Auto,Two-Door Car,420.765993
WR70403,Washington,M,567384,0.0,82.0,Personal Auto,Two-Door Car,445.001296
ZZ22858,Arizona,F,1501618,70619.0,187.0,Personal Auto,Luxury Car,293.948632
EZ75048,California,M,308724,41273.0,77.0,Personal Auto,Four-Door Car,221.226696
CN31328,Arizona,F,548070,46946.0,70.0,Personal Auto,Four-Door Car,336.0
ZP91150,Oregon,M,794497,0.0,113.0,Corporate Auto,Four-Door Car,542.4
LC77957,Oregon,M,854324,99180.0,106.0,Personal Auto,SUV,33.751887
PT34656,California,F,538089,55350.0,67.0,Personal Auto,Four-Door Car,321.6
MI99404,California,M,465006,28215.0,65.0,Personal Auto,Two-Door Car,468.0
AI58313,Nevada,F,3694606,75425.0,116.0,Personal Auto,Sports Car,663.643801
VA60020,Nevada,F,331455,63583.0,83.0,Special Auto,Four-Door Car,167.39959
TW53467,California,M,456637,0.0,66.0,Personal Auto,Four-Door Car,475.2
IC11062,Nevada,F,559712,37995.0,139.0,Personal Auto,SUV,667.2
OO11531,Nevada,F,254055,37125.0,63.0,Personal Auto,Four-Door Car,290.911693
JV80614,California,M,293933,53357.0,73.0,Personal Auto,Four-Door Car,55.320014
IC70693,California,F,1606834,70140.0,199.0,Corporate Auto,Luxury Car,955.2
JY45326,Oregon,M,736087,52380.0,186.0,Personal Auto,Luxury SUV,892.8
QW17940,California,M,270098,79292.0,67.0,Corporate Auto,Four-Door Car,55.394702
AV25133,Oregon,F,309570,0.0,92.0,Personal Auto,Two-Door Car,774.892461
QJ57215,Nevada,F,438375,0.0,123.0,Personal Auto,SUV,1480.336748
IG94072,Oregon,F,992887,75425.0,123.0,Personal Auto,Sports Car,823.798803
WC28543,Arizona,M,239917,20992.0,64.0,Personal Auto,Two-Door Car,307.2
DH13219,Washington,M,340277,57428.0,85.0,Corporate Auto,Four-Door Car,414.649796
ET80689,California,M,871130,92606.0,109.0,Special Auto,SUV,287.437831
JD10245,California,M,435876,86001.0,109.0,Personal Auto,SUV,523.2
XO96556,Arizona,M,255122,79751.0,63.0,Personal Auto,Two-Door Car,392.235698
UJ61336,Arizona,F,564274,68654.0,71.0,Personal Auto,Four-Door Car,208.048487
XS94482,Arizona,F,415166,0.0,61.0,Personal Auto,Two-Door Car,208.892861
QX57337,Oregon,F,284202,92629.0,72.0,Personal Auto,Four-Door Car,60.845685
CZ35936,California,F,879144,54094.0,112.0,Corporate Auto,SUV,502.994931
IM41800,Nevada,M,826827,95419.0,70.0,Personal Auto,Four-Door Car,336.0
GI70742,Oregon,F,858163,66466.0,71.0,Personal Auto,Four-Door Car,293.016168
HQ32112,Arizona,M,524440,68131.0,130.0,Personal Auto,SUV,226.607648
CC85895,Nevada,F,850901,56481.0,106.0,Personal Auto,SUV,273.250112
CF40646,California,M,474361,70082.0,119.0,Personal Auto,SUV,571.2
RF39856,Nevada,M,2275466,51437.0,115.0,Corporate Auto,SUV,244.086665
VT85216,Nevada,M,533501,0.0,73.0,Personal Auto,Four-Door Car,525.6
SW69117,Oregon,M,696631,27972.0,90.0,Corporate Auto,Two-Door Car,240.318607
EI58852,Arizona,F,2120537,24930.0,76.0,Personal Auto,Four-Door Car,364.8
FN61865,Nevada,F,427120,26245.0,110.0,Personal Auto,Two-Door Car,44.284642
LI11560,California,F,558081,57883.0,69.0,Personal Auto,Four-Door Car,431.847824
NY12562,Nevada,F,222408,0.0,64.0,Corporate Auto,Four-Door Car,483.25721
GE46404,Oregon,F,270953,58828.0,68.0,Personal Auto,Four-Door Car,446.751243
PP26786,Arizona,M,289033,51906.0,73.0,Corporate Auto,Four-Door Car,374.864662
BE55425,Oregon,M,640357,28095.0,82.0,Personal Auto,Four-Door Car,393.6
SH75038,California,F,598138,88723.0,74.0,Personal Auto,Two-Door Car,355.2
LD22387,California,F,622502,53078.0,79.0,Corporate Auto,Four-Door Car,200.97608
FF94034,California,F,849635,88895.0,106.0,Personal Auto,Sports Car,209.863509
YK16362,Arizona,F,1021399,60078.0,127.0,Corporate Auto,SUV,140.819942
DN10177,California,M,454716,0.0,67.0,Personal Auto,Two-Door Car,321.6
IV35546,Nevada,F,574169,45820.0,71.0,Corporate Auto,Four-Door Car,249.742856
SK12432,Arizona,M,238835,0.0,73.0,Personal Auto,Four-Door Car,677.970934
DF71709,California,M,1262496,12439.0,115.0,Corporate Auto,Two-Door Car,552.0
UT61518,California,M,838247,25998.0,71.0,Personal Auto,Four-Door Car,791.878042
PU75847,Arizona,M,496466,98451.0,62.0,Personal Auto,Four-Door Car,316.546868
XA47378,California,F,287143,23803.0,72.0,Corporate Auto,Two-Door Car,410.548521
NE22677,California,M,1308078,0.0,124.0,Special Auto,SUV,595.2
HV62406,Oregon,F,248241,26100.0,67.0,Personal Auto,Four-Door Car,482.4
VS20668,Nevada,F,272683,0.0,73.0,Personal Auto,Four-Door Car,376.923839
YZ79232,Oregon,M,477618,0.0,67.0,Personal Auto,Four-Door Car,315.215329
ND87457,Nevada,M,609189,65252.0,78.0,Personal Auto,Four-Door Car,482.48791
TY59231,California,F,501500,48567.0,130.0,Personal Auto,SUV,624.0
DA54619,Oregon,F,903567,34337.0,113.0,Personal Auto,Four-Door Car,542.4
OL27257,Nevada,F,438188,20394.0,115.0,Personal Auto,Two-Door Car,508.614758
TH86528,Washington,F,577551,0.0,76.0,Personal Auto,Two-Door Car,784.611446
DS34823,Arizona,F,425028,0.0,61.0,Personal Auto,Four-Door Car,292.8
HB24005,California,M,234704,31617.0,62.0,Personal Auto,Four-Door Car,244.269407
ZV96574,California,F,694006,0.0,62.0,Corporate Auto,Four-Door Car,297.6
JC80093,Washington,M,257250,21104.0,66.0,Personal Auto,Four-Door Car,118.454974
KN24990,Arizona,M,4149174,37748.0,181.0,Personal Auto,Luxury Car,868.8
RR39751,California,F,357134,0.0,96.0,Personal Auto,Four-Door Car,438.661509
BN80677,Oregon,M,1273421,25023.0,82.0,Corporate Auto,Two-Door Car,397.139856
WL74893,Oregon,F,452911,0.0,62.0,Special Auto,Four-Door Car,271.164139
ZN59196,Oregon,F,417787,14108.0,109.0,Personal Auto,Four-Door Car,523.2
PF77449,Washington,F,982474,23923.0,82.0,Personal Auto,Four-Door Car,393.6
HO38996,Oregon,M,243080,0.0,67.0,Special Auto,Four-Door Car,321.6
YU86361,Washington,F,1916098,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
PJ13204,California,F,330151,0.0,89.0,Corporate Auto,Two-Door Car,427.2
SP63623,Oregon,M,469209,0.0,69.0,Personal Auto,Four-Door Car,506.92275
DP33625,Arizona,M,809287,50825.0,102.0,Personal Auto,SUV,369.614729
BJ18904,Arizona,M,396453,14616.0,106.0,Personal Auto,SUV,575.260213
TR26615,Oregon,M,249753,0.0,69.0,Corporate Auto,Two-Door Car,272.381465
ZD44648,Arizona,M,965621,29504.0,125.0,Personal Auto,SUV,1224.56345
QW60568,California,M,888814,58789.0,111.0,Corporate Auto,Four-Door Car,215.438825
XS78545,Oregon,F,734741,29491.0,61.0,Personal Auto,Four-Door Car,292.8
EU19773,Arizona,F,857836,78077.0,107.0,Personal Auto,Four-Door Car,438.069458
ZL45417,California,F,346732,0.0,96.0,Personal Auto,Two-Door Car,799.251165
JS58659,Nevada,M,890146,76558.0,74.0,Special Auto,Four-Door Car,216.980413
XK84089,California,M,261933,78618.0,66.0,Personal Auto,Two-Door Car,225.578841
LH91968,Oregon,M,883808,82664.0,114.0,Corporate Auto,SUV,133.425609
NX63627,Oregon,M,1012777,23053.0,132.0,Personal Auto,Sports Car,780.941649
ND62955,Nevada,M,463345,50250.0,117.0,Personal Auto,SUV,561.6
YQ11786,Oregon,M,779600,32169.0,199.0,Personal Auto,Luxury SUV,785.82348
TM13955,Washington,M,299302,0.0,80.0,Corporate Auto,Four-Door Car,286.115778
IA91291,Arizona,F,798547,99069.0,66.0,Corporate Auto,Four-Door Car,77.442722
RO89785,Oregon,M,350856,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
QW40898,Arizona,F,272221,17576.0,71.0,Personal Auto,Four-Door Car,398.502948
ZD40816,Nevada,M,278358,42297.0,71.0,Personal Auto,Four-Door Car,200.38673
PD82395,Arizona,F,864999,0.0,115.0,Special Auto,Four-Door Car,824.597262
NW23827,California,F,465291,0.0,63.0,Personal Auto,Four-Door Car,151.231247
GG61186,Nevada,F,839580,0.0,110.0,Personal Auto,Four-Door Car,161.092415
TB31268,Arizona,F,880453,48990.0,74.0,Personal Auto,Four-Door Car,355.2
SX98462,Oregon,M,715533,16916.0,64.0,Personal Auto,Four-Door Car,377.512951
OL82456,Oregon,M,395434,18375.0,103.0,Personal Auto,Sports Car,535.080276
DN14211,Oregon,M,1503290,17150.0,65.0,Personal Auto,Two-Door Car,689.800891
ZG12619,Washington,F,825766,23815.0,73.0,Personal Auto,Four-Door Car,424.330166
VH31071,Arizona,F,925691,21947.0,118.0,Personal Auto,SUV,566.4
SP36555,Arizona,M,650775,0.0,97.0,Personal Auto,Four-Door Car,863.219668
ME83611,Nevada,F,253070,89451.0,63.0,Personal Auto,Four-Door Car,61.769564
PH85036,Washington,F,548254,79325.0,68.0,Corporate Auto,Four-Door Car,251.294821
PE54870,Oregon,M,405050,88454.0,101.0,Personal Auto,SUV,308.749796
DT52189,California,F,632667,0.0,87.0,Personal Auto,Four-Door Car,417.6
XN48526,California,F,262776,20943.0,69.0,Personal Auto,Four-Door Car,240.00056
KW52227,California,M,781460,51972.0,66.0,Personal Auto,Four-Door Car,316.8
JC98569,Oregon,F,631457,54408.0,79.0,Personal Auto,Four-Door Car,288.329793
BG48083,Nevada,F,638627,23751.0,82.0,Personal Auto,Two-Door Car,586.921708
PD19551,California,F,253796,37612.0,64.0,Personal Auto,Four-Door Car,307.2
BJ13380,Oregon,F,533537,91603.0,69.0,Personal Auto,Four-Door Car,472.67262
HY25004,Arizona,F,454907,0.0,62.0,Personal Auto,Two-Door Car,639.758314
WF50693,Oregon,M,483621,16450.0,128.0,Corporate Auto,SUV,871.484565
MA45099,Oregon,M,647880,50864.0,83.0,Corporate Auto,Four-Door Car,158.362972
ZC69696,Arizona,F,3544014,74560.0,110.0,Personal Auto,SUV,528.0
VO43359,California,M,240438,62488.0,62.0,Personal Auto,Four-Door Car,200.689331
OM63954,California,F,926456,55837.0,117.0,Personal Auto,Two-Door Car,741.867506
GV71044,Oregon,F,243302,0.0,66.0,Personal Auto,Two-Door Car,475.2
TM79451,California,F,536708,97742.0,67.0,Personal Auto,Four-Door Car,67.648392
PA84292,Oregon,F,245236,0.0,69.0,Personal Auto,Four-Door Car,496.8
QX67584,Nevada,F,864650,64125.0,108.0,Personal Auto,SUV,369.818708
JK90180,Arizona,M,434008,0.0,62.0,Personal Auto,Four-Door Car,446.4
BH35482,Washington,M,493094,70412.0,61.0,Corporate Auto,Two-Door Car,136.291083
VU84949,Washington,F,529263,0.0,70.0,Personal Auto,Two-Door Car,336.0
SF46129,California,M,898661,66267.0,111.0,Personal Auto,Four-Door Car,1093.708851
OH35544,Nevada,F,561996,0.0,82.0,Corporate Auto,Four-Door Car,863.935307
ZF82387,Oregon,M,1034045,40882.0,89.0,Corporate Auto,Two-Door Car,393.637436
MD40054,Oregon,M,636926,34498.0,83.0,Personal Auto,Two-Door Car,398.4
LE96510,Oregon,F,276759,0.0,74.0,Personal Auto,Four-Door Car,355.2
MC11907,California,F,483142,23228.0,64.0,Corporate Auto,Four-Door Car,307.2
DA57177,Oregon,F,428294,40864.0,109.0,Personal Auto,SUV,166.937747
SU77646,Oregon,M,571827,46133.0,73.0,Personal Auto,Four-Door Car,19.626306
YZ19736,Arizona,M,258084,46900.0,66.0,Personal Auto,Four-Door Car,316.8
JZ69749,Washington,F,648138,0.0,92.0,Personal Auto,Four-Door Car,441.6
BJ22117,Washington,M,513341,53390.0,64.0,Personal Auto,Four-Door Car,278.999409
UQ60825,California,F,936963,99185.0,115.0,Corporate Auto,SUV,449.428182
ZZ89380,Oregon,F,319657,62815.0,80.0,Special Auto,Two-Door Car,47.061469
LU87443,Oregon,F,472060,26277.0,61.0,Personal Auto,Four-Door Car,292.8
